NAME,STAT,LEVEL,LAT,LON,TIME,WIND,PR,YEAR
Chris,TROPICAL STORM,2,39.3,-57.7,06/19 9:00 PM,40,1005,2012
Chris,TROPICAL STORM,2,38.8,-56,06/20 3:00 AM,40,1005,2012
Chris,TROPICAL STORM,2,38.2,-53.5,06/20 9:00 AM,40,1005,2012
Chris,TROPICAL STORM,2,38.1,-51.3,06/20 3:00 PM,45,1000,2012
Chris,TROPICAL STORM,2,38.5,-49,06/20 9:00 PM,50,997,2012
Chris,TROPICAL STORM,2,38.9,-46.4,06/21 3:00 AM,50,994,2012
Chris,TROPICAL STORM,2,39.9,-44.8,06/21 9:00 AM,50,995,2012
Chris,HURRICANE-1,3,41.1,-43.2,06/21 3:00 PM,65,987,2012
Chris,TROPICAL STORM,2,42.4,-42.9,06/21 9:00 PM,60,990,2012
Chris,TROPICAL STORM,2,43.6,-42.9,06/22 3:00 AM,55,987,2012
Chris,TROPICAL STORM,2,44.8,-44.5,06/22 9:00 AM,45,989,2012
Ernesto,TROPICAL DEPRESSION,1,11.6,-46.7,08/01 12:00 PM,30,1008,2012
Ernesto,TROPICAL DEPRESSION,1,12,-48.2,08/01 6:00 PM,30,1008,2012
Ernesto,TROPICAL DEPRESSION,1,12.4,-49.9,08/02 12:00 AM,30,1008,2012
Ernesto,TROPICAL DEPRESSION,1,12.7,-51.7,08/02 6:00 AM,30,1008,2012
Ernesto,TROPICAL STORM,2,13,-53.6,08/02 12:00 PM,35,1007,2012
Ernesto,TROPICAL STORM,2,13.2,-55.5,08/02 6:00 PM,45,1006,2012
Ernesto,TROPICAL STORM,2,13.4,-57.5,08/03 12:00 AM,45,1005,2012
Ernesto,TROPICAL STORM,2,13.6,-59.7,08/03 6:00 AM,40,1005,2012
Ernesto,TROPICAL STORM,2,13.7,-61.6,08/03 12:00 PM,40,1003,2012
Ernesto,TROPICAL STORM,2,13.8,-63.3,08/03 6:00 PM,40,1003,2012
Ernesto,TROPICAL STORM,2,13.8,-64.8,08/04 12:00 AM,40,1004,2012
Ernesto,TROPICAL STORM,2,13.9,-66.4,08/04 6:00 AM,45,1005,2012
Ernesto,TROPICAL STORM,2,14.2,-67.9,08/04 12:00 PM,45,1005,2012
Ernesto,TROPICAL STORM,2,14.6,-69.5,08/04 6:00 PM,45,1005,2012
Ernesto,TROPICAL STORM,2,15,-71.5,08/05 12:00 AM,45,1006,2012
Ernesto,TROPICAL STORM,2,15,-73.8,08/05 6:00 AM,45,1006,2012
Ernesto,TROPICAL STORM,2,15,-76.1,08/05 12:00 PM,45,1006,2012
Ernesto,TROPICAL STORM,2,15.1,-77.8,08/05 6:00 PM,45,1005,2012
Ernesto,TROPICAL STORM,2,15.2,-78.9,08/06 12:00 AM,45,1003,2012
Ernesto,TROPICAL STORM,2,15.4,-79.6,08/06 6:00 AM,50,998,2012
Ernesto,TROPICAL STORM,2,15.7,-80.2,08/06 12:00 PM,55,996,2012
Ernesto,TROPICAL STORM,2,16.2,-81.2,08/06 6:00 PM,55,995,2012
Ernesto,TROPICAL STORM,2,16.7,-82.2,08/07 12:00 AM,55,994,2012
Ernesto,TROPICAL STORM,2,17.3,-83.3,08/07 6:00 AM,55,993,2012
Ernesto,HURRICANE-1,3,17.8,-84.4,08/07 12:00 PM,65,988,2012
Ernesto,HURRICANE-1,3,18.4,-85.7,08/07 6:00 PM,75,983,2012
Ernesto,HURRICANE-1,3,18.7,-87.1,08/08 12:00 AM,80,979,2012
Ernesto,HURRICANE-1,3,18.7,-87.2,08/08 1:00 AM,80,977,2012
Ernesto,HURRICANE-2,4,18.8,-87.7,08/08 3:00 AM,85,973,2012
Ernesto,HURRICANE-1,3,18.8,-88.3,08/08 6:00 AM,80,973,2012
Ernesto,TROPICAL STORM,2,18.8,-89.6,08/08 12:00 PM,60,983,2012
Ernesto,TROPICAL STORM,2,18.8,-90.8,08/08 6:00 PM,50,993,2012
Ernesto,TROPICAL STORM,2,18.8,-91.7,08/09 12:00 AM,55,993,2012
Ernesto,TROPICAL STORM,2,18.7,-92.8,08/09 6:00 AM,60,992,2012
Ernesto,TROPICAL STORM,2,18.4,-93.8,08/09 12:00 PM,55,989,2012
Ernesto,TROPICAL STORM,2,18.3,-94.6,08/09 4:00 PM,55,989,2012
Ernesto,TROPICAL STORM,2,18.2,-94.9,08/09 6:00 PM,50,993,2012
Ernesto,TROPICAL STORM,2,18,-96,08/10 12:00 AM,40,997,2012
Ernesto,TROPICAL DEPRESSION,1,17.9,-97.2,08/10 6:00 AM,30,1002,2012
Gordon,TROPICAL DEPRESSION,1,27.6,-54.6,08/15 12:00 PM,30,1013,2012
Gordon,TROPICAL DEPRESSION,1,29.1,-55.1,08/15 6:00 PM,30,1012,2012
Gordon,TROPICAL STORM,2,30.5,-55.4,08/16 12:00 AM,35,1010,2012
Gordon,TROPICAL STORM,2,31.7,-55.2,08/16 6:00 AM,40,1009,2012
Gordon,TROPICAL STORM,2,32.9,-54.4,08/16 12:00 PM,45,1006,2012
Gordon,TROPICAL STORM,2,33.9,-53,08/16 6:00 PM,55,998,2012
Gordon,TROPICAL STORM,2,34.3,-51.1,08/17 12:00 AM,60,995,2012
Gordon,TROPICAL STORM,2,34.6,-49.1,08/17 6:00 AM,55,998,2012
Gordon,TROPICAL STORM,2,34.4,-47,08/17 12:00 PM,55,997,2012
Gordon,TROPICAL STORM,2,34.3,-45,08/17 6:00 PM,55,993,2012
Gordon,TROPICAL STORM,2,34.2,-43.1,08/18 12:00 AM,60,990,2012
Gordon,HURRICANE-1,3,34,-41.5,08/18 6:00 AM,65,987,2012
Gordon,HURRICANE-1,3,34,-39.6,08/18 12:00 PM,75,979,2012
Gordon,HURRICANE-2,4,34,-37.5,08/18 6:00 PM,90,969,2012
Gordon,HURRICANE-2,4,34.3,-35,08/19 12:00 AM,95,965,2012
Gordon,HURRICANE-2,4,34.7,-32.6,08/19 6:00 AM,90,969,2012
Gordon,HURRICANE-2,4,35.2,-30.6,08/19 12:00 PM,90,969,2012
Gordon,HURRICANE-1,3,35.7,-28.5,08/19 6:00 PM,80,977,2012
Gordon,HURRICANE-1,3,36.4,-26.6,08/20 12:00 AM,70,981,2012
Gordon,HURRICANE-1,3,37,-25.1,08/20 5:00 AM,65,984,2012
Gordon,HURRICANE-1,3,37.1,-25,08/20 6:00 AM,65,984,2012
Gordon,TROPICAL STORM,2,37.9,-23.2,08/20 12:00 PM,60,990,2012
Gordon,TROPICAL STORM,2,38.9,-21.1,08/20 6:00 PM,45,996,2012
Gordon,TROPICAL STORM,2,39.8,-19.3,08/21 12:00 AM,40,1000,2012
Gordon,TROPICAL STORM,2,40,-17.7,08/21 6:00 AM,40,1002,2012
Gordon,TROPICAL STORM,2,39.8,-16.6,08/21 12:00 PM,30,1004,2012
Isaac,TROPICAL DEPRESSION,1,15.2,-51.2,08/21 9:00 AM,30,1007,2012
Isaac,TROPICAL DEPRESSION,1,15.1,-51.8,08/21 12:00 PM,30,1007,2012
Isaac,TROPICAL DEPRESSION,1,15.1,-52.8,08/21 3:00 PM,30,1008,2012
Isaac,TROPICAL DEPRESSION,1,15.3,-53.2,08/21 6:00 PM,30,1008,2012
Isaac,TROPICAL STORM,2,15.4,-53.9,08/21 9:00 PM,35,1006,2012
Isaac,TROPICAL STORM,2,15.5,-54.9,08/22 12:00 AM,35,1006,2012
Isaac,TROPICAL STORM,2,15.6,-55.6,08/22 3:00 AM,35,1006,2012
Isaac,TROPICAL STORM,2,15.6,-56.4,08/22 6:00 AM,35,1004,2012
Isaac,TROPICAL STORM,2,15.5,-57.3,08/22 9:00 AM,40,1003,2012
Isaac,TROPICAL STORM,2,15.7,-58.4,08/22 12:00 PM,40,1004,2012
Isaac,TROPICAL STORM,2,15.9,-59.3,08/22 3:00 PM,40,1006,2012
Isaac,TROPICAL STORM,2,15.8,-60.2,08/22 6:00 PM,40,1006,2012
Isaac,TROPICAL STORM,2,16,-61.2,08/22 9:00 PM,40,1004,2012
Isaac,TROPICAL STORM,2,15.7,-62.2,08/23 12:00 AM,40,1004,2012
Isaac,TROPICAL STORM,2,15.8,-63,08/23 3:00 AM,40,1003,2012
Isaac,TROPICAL STORM,2,15.5,-63.5,08/23 6:00 AM,40,1003,2012
Isaac,TROPICAL STORM,2,15.3,-64,08/23 9:00 AM,35,1004,2012
Isaac,TROPICAL STORM,2,15.4,-64.8,08/23 12:00 PM,35,1003,2012
Isaac,TROPICAL STORM,2,15.6,-65.4,08/23 3:00 PM,35,1003,2012
Isaac,TROPICAL STORM,2,16,-66.4,08/23 6:00 PM,35,1003,2012
Isaac,TROPICAL STORM,2,16,-67.1,08/23 9:00 PM,35,1003,2012
Isaac,TROPICAL STORM,2,16.2,-67.8,08/24 12:00 AM,40,1002,2012
Isaac,TROPICAL STORM,2,16.7,-68.7,08/24 3:00 AM,40,1001,2012
Isaac,TROPICAL STORM,2,16.9,-69.4,08/24 6:00 AM,40,1001,2012
Isaac,TROPICAL STORM,2,16.1,-70,08/24 9:00 AM,40,1000,2012
Isaac,TROPICAL STORM,2,16,-70.3,08/24 12:00 PM,45,1000,2012
Isaac,TROPICAL STORM,2,16.3,-70.8,08/24 3:00 PM,50,1000,2012
Isaac,TROPICAL STORM,2,16.8,-71.4,08/24 6:00 PM,50,997,2012
Isaac,TROPICAL STORM,2,17.2,-71.9,08/24 9:00 PM,55,994,2012
Isaac,TROPICAL STORM,2,17.3,-72,08/25 12:00 AM,55,992,2012
Isaac,TROPICAL STORM,2,17.7,-72.5,08/25 3:00 AM,60,990,2012
Isaac,TROPICAL STORM,2,18,-72.8,08/25 6:00 AM,60,990,2012
Isaac,TROPICAL STORM,2,19,-73.3,08/25 9:00 AM,50,992,2012
Isaac,TROPICAL STORM,2,19.7,-73.8,08/25 12:00 PM,50,998,2012
Isaac,TROPICAL STORM,2,20.1,-74.6,08/25 3:00 PM,50,998,2012
Isaac,TROPICAL STORM,2,20.8,-75.3,08/25 6:00 PM,50,1000,2012
Isaac,TROPICAL STORM,2,21.3,-76,08/25 9:00 PM,50,997,2012
Isaac,TROPICAL STORM,2,21.7,-76.7,08/26 12:00 AM,50,997,2012
Isaac,TROPICAL STORM,2,22.1,-77.2,08/26 3:00 AM,50,997,2012
Isaac,TROPICAL STORM,2,22.9,-78,08/26 6:00 AM,50,997,2012
Isaac,TROPICAL STORM,2,23.1,-79,08/26 9:00 AM,55,995,2012
Isaac,TROPICAL STORM,2,23.5,-80,08/26 12:00 PM,55,995,2012
Isaac,TROPICAL STORM,2,23,-80.8,08/26 3:00 PM,55,995,2012
Isaac,TROPICAL STORM,2,23.9,-81.5,08/26 6:00 PM,50,994,2012
Isaac,TROPICAL STORM,2,24.2,-82.3,08/26 9:00 PM,50,992,2012
Isaac,TROPICAL STORM,2,24.1,-82.6,08/27 12:00 AM,55,991,2012
Isaac,TROPICAL STORM,2,24.2,-82.9,08/27 3:00 AM,55,993,2012
Isaac,TROPICAL STORM,2,24.8,-83.5,08/27 6:00 AM,55,990,2012
Isaac,TROPICAL STORM,2,25.2,-84.2,08/27 9:00 AM,55,990,2012
Isaac,TROPICAL STORM,2,25.7,-84.7,08/27 12:00 PM,55,988,2012
Isaac,TROPICAL STORM,2,26.1,-85.3,08/27 3:00 PM,55,988,2012
Isaac,TROPICAL STORM,2,26.1,-85.9,08/27 6:00 PM,55,984,2012
Isaac,TROPICAL STORM,2,26.4,-86.2,08/27 9:00 PM,60,981,2012
Isaac,TROPICAL STORM,2,26.7,-86.5,08/28 12:00 AM,60,981,2012
Isaac,TROPICAL STORM,2,27.1,-87,08/28 3:00 AM,60,979,2012
Isaac,TROPICAL STORM,2,27.4,-87.7,08/28 6:00 AM,60,978,2012
Isaac,TROPICAL STORM,2,27.5,-88.1,08/28 9:00 AM,60,977,2012
Isaac,TROPICAL STORM,2,27.8,-88.2,08/28 12:00 PM,60,976,2012
Isaac,TROPICAL STORM,2,28.1,-88.5,08/28 3:00 PM,60,976,2012
Isaac,HURRICANE-1,3,28.4,-88.7,08/28 6:00 PM,65,975,2012
Isaac,HURRICANE-1,3,28.7,-89.2,08/28 9:00 PM,70,975,2012
Isaac,HURRICANE-1,3,28.9,-89.2,08/28 11:00 PM,70,970,2012
Isaac,HURRICANE-1,3,29,-89.6,08/29 1:00 AM,70,968,2012
Isaac,HURRICANE-1,3,29,-89.7,08/29 3:00 AM,70,968,2012
Isaac,HURRICANE-1,3,29,-90,08/29 5:00 AM,70,969,2012
Isaac,HURRICANE-1,3,29,-90,08/29 7:00 AM,70,968,2012
Isaac,HURRICANE-1,3,29.2,-90.5,08/29 9:00 AM,70,969,2012
Isaac,HURRICANE-1,3,29.4,-90.5,08/29 11:00 AM,70,970,2012
Isaac,HURRICANE-1,3,29.5,-90.5,08/29 1:00 PM,70,970,2012
Isaac,HURRICANE-1,3,29.6,-90.7,08/29 3:00 PM,65,972,2012
Isaac,HURRICANE-1,3,29.7,-90.8,08/29 5:00 PM,65,973,2012
Isaac,TROPICAL STORM,2,29.8,-90.9,08/29 7:00 PM,60,974,2012
Isaac,TROPICAL STORM,2,30,-91.1,08/29 9:00 PM,60,975,2012
Isaac,TROPICAL STORM,2,30.1,-91.1,08/30 12:00 AM,50,977,2012
Isaac,TROPICAL STORM,2,30.3,-91.2,08/30 3:00 AM,50,980,2012
Isaac,TROPICAL STORM,2,30.5,-91.3,08/30 6:00 AM,45,981,2012
Isaac,TROPICAL STORM,2,30.9,-91.6,08/30 9:00 AM,40,983,2012
Isaac,TROPICAL STORM,2,31.1,-91.8,08/30 12:00 PM,40,985,2012
Isaac,TROPICAL STORM,2,31.7,-92.1,08/30 3:00 PM,35,987,2012
Isaac,TROPICAL STORM,2,32.2,-92.3,08/30 6:00 PM,35,992,2012
Isaac,TROPICAL DEPRESSION,1,32.7,-92.6,08/30 9:00 PM,30,995,2012
Isaac,TROPICAL DEPRESSION,1,33.5,-93,08/31 3:00 AM,25,998,2012
Isaac,TROPICAL DEPRESSION,1,34.7,-93.9,08/31 9:00 AM,20,999,2012
Isaac,TROPICAL DEPRESSION,1,35.6,-94.1,08/31 3:00 PM,20,1003,2012
Isaac,TROPICAL DEPRESSION,1,37.3,-93.8,08/31 9:00 PM,20,1004,2012
Isaac,TROPICAL DEPRESSION,1,38.3,-93.5,09/01 3:00 AM,20,1005,2012
Isaac,TROPICAL DEPRESSION,1,38.5,-93,09/01 9:00 AM,20,1004,2012
Kirk,TROPICAL DEPRESSION,1,23.8,-43.9,08/28 9:00 PM,30,1008,2012
Kirk,TROPICAL STORM,2,23.9,-45,08/29 3:00 AM,40,1007,2012
Kirk,TROPICAL STORM,2,24.3,-45.3,08/29 9:00 AM,40,1007,2012
Kirk,TROPICAL STORM,2,24.7,-46.9,08/29 3:00 PM,40,1007,2012
Kirk,TROPICAL STORM,2,25.3,-47.6,08/29 9:00 PM,45,1005,2012
Kirk,TROPICAL STORM,2,25.9,-48.3,08/30 3:00 AM,50,1002,2012
Kirk,TROPICAL STORM,2,26.5,-49,08/30 9:00 AM,55,997,2012
Kirk,HURRICANE-1,3,27.2,-49.5,08/30 3:00 PM,65,989,2012
Kirk,HURRICANE-1,3,28.2,-50.3,08/30 9:00 PM,80,982,2012
Kirk,HURRICANE-2,4,29,-50.7,08/31 3:00 AM,85,980,2012
Kirk,HURRICANE-2,4,30.1,-50.9,08/31 9:00 AM,90,970,2012
Kirk,HURRICANE-2,4,31.2,-50.8,08/31 3:00 PM,90,972,2012
Kirk,HURRICANE-1,3,32.2,-50.2,08/31 9:00 PM,80,981,2012
Kirk,HURRICANE-1,3,33.9,-49.5,09/01 3:00 AM,70,988,2012
Kirk,HURRICANE-1,3,35.3,-48.2,09/01 9:00 AM,65,989,2012
Kirk,TROPICAL STORM,2,37.4,-46.5,09/01 3:00 PM,60,989,2012
Kirk,TROPICAL STORM,2,39.5,-44.3,09/01 9:00 PM,55,997,2012
Kirk,TROPICAL STORM,2,41.2,-41.8,09/02 3:00 AM,50,999,2012
Kirk,TROPICAL STORM,2,43.5,-39.2,09/02 9:00 AM,45,1002,2012
Kirk,TROPICAL STORM,2,46.2,-36.5,09/02 3:00 PM,45,1002,2012
Leslie,TROPICAL DEPRESSION,1,14.1,-43.4,08/30 3:00 PM,30,1007,2012
Leslie,TROPICAL STORM,2,14.4,-45.3,08/30 9:00 PM,40,1004,2012
Leslie,TROPICAL STORM,2,14.7,-46.8,08/31 3:00 AM,45,1002,2012
Leslie,TROPICAL STORM,2,15.2,-47.8,08/31 9:00 AM,55,999,2012
Leslie,TROPICAL STORM,2,16.2,-49.1,08/31 3:00 PM,55,999,2012
Leslie,TROPICAL STORM,2,16.7,-51,08/31 9:00 PM,55,999,2012
Leslie,TROPICAL STORM,2,17.4,-52.8,09/01 3:00 AM,55,999,2012
Leslie,TROPICAL STORM,2,17.8,-53.5,09/01 9:00 AM,60,994,2012
Leslie,TROPICAL STORM,2,18.3,-55.7,09/01 3:00 PM,60,996,2012
Leslie,TROPICAL STORM,2,19.2,-57.3,09/01 9:00 PM,55,998,2012
Leslie,TROPICAL STORM,2,20.2,-58.4,09/02 3:00 AM,55,998,2012
Leslie,TROPICAL STORM,2,20.8,-59.5,09/02 9:00 AM,60,994,2012
Leslie,TROPICAL STORM,2,21.3,-61.1,09/02 3:00 PM,55,997,2012
Leslie,TROPICAL STORM,2,22.4,-61.3,09/02 9:00 PM,50,998,2012
Leslie,TROPICAL STORM,2,23.4,-61.7,09/03 3:00 AM,50,998,2012
Leslie,TROPICAL STORM,2,23.8,-62.1,09/03 9:00 AM,50,998,2012
Leslie,TROPICAL STORM,2,24.4,-63.1,09/03 3:00 PM,50,998,2012
Leslie,TROPICAL STORM,2,24,-63.1,09/03 9:00 PM,50,998,2012
Leslie,TROPICAL STORM,2,24,-63.1,09/04 3:00 AM,55,998,2012
Leslie,TROPICAL STORM,2,24.7,-62.5,09/04 9:00 AM,55,994,2012
Leslie,TROPICAL STORM,2,25,-62.5,09/04 3:00 PM,55,994,2012
Leslie,TROPICAL STORM,2,25.3,-62.6,09/04 9:00 PM,55,994,2012
Leslie,TROPICAL STORM,2,25.2,-62.8,09/05 3:00 AM,55,994,2012
Leslie,TROPICAL STORM,2,25.4,-62.9,09/05 9:00 AM,55,992,2012
Leslie,TROPICAL STORM,2,25.7,-62.8,09/05 3:00 PM,60,990,2012
Leslie,HURRICANE-1,3,25.9,-62.7,09/05 9:00 PM,65,987,2012
Leslie,HURRICANE-1,3,26.2,-62.5,09/06 3:00 AM,65,985,2012
Leslie,HURRICANE-1,3,26.3,-62.4,09/06 9:00 AM,65,985,2012
Leslie,HURRICANE-1,3,26.4,-62.4,09/06 3:00 PM,65,985,2012
Leslie,HURRICANE-1,3,26.5,-62.2,09/06 9:00 PM,65,985,2012
Leslie,HURRICANE-1,3,26.5,-62.2,09/07 12:00 AM,65,985,2012
Leslie,HURRICANE-1,3,26.5,-62.2,09/07 3:00 AM,65,985,2012
Leslie,HURRICANE-1,3,26.5,-62.2,09/07 6:00 AM,65,985,2012
Leslie,HURRICANE-1,3,26.7,-62.2,09/07 9:00 AM,65,985,2012
Leslie,HURRICANE-1,3,26.7,-62,09/07 12:00 PM,65,985,2012
Leslie,TROPICAL STORM,2,26.8,-62.2,09/07 3:00 PM,60,981,2012
Leslie,TROPICAL STORM,2,27.1,-62.2,09/07 6:00 PM,55,982,2012
Leslie,TROPICAL STORM,2,27.4,-62.2,09/07 9:00 PM,55,982,2012
Leslie,TROPICAL STORM,2,27.6,-62.2,09/08 12:00 AM,55,981,2012
Leslie,TROPICAL STORM,2,27.6,-62.3,09/08 3:00 AM,55,983,2012
Leslie,TROPICAL STORM,2,27.8,-62.3,09/08 6:00 AM,55,983,2012
Leslie,TROPICAL STORM,2,28.1,-62.3,09/08 9:00 AM,55,983,2012
Leslie,TROPICAL STORM,2,28.3,-62.5,09/08 12:00 PM,55,986,2012
Leslie,TROPICAL STORM,2,28.6,-62.5,09/08 3:00 PM,55,988,2012
Leslie,TROPICAL STORM,2,29,-62.5,09/08 6:00 PM,55,988,2012
Leslie,TROPICAL STORM,2,29.4,-62.5,09/08 9:00 PM,55,988,2012
Leslie,TROPICAL STORM,2,29.7,-62.6,09/09 12:00 AM,55,988,2012
Leslie,TROPICAL STORM,2,30.1,-62.6,09/09 3:00 AM,55,988,2012
Leslie,TROPICAL STORM,2,30.5,-62.6,09/09 6:00 AM,55,988,2012
Leslie,TROPICAL STORM,2,30.8,-62.5,09/09 9:00 AM,55,988,2012
Leslie,TROPICAL STORM,2,31.4,-62.5,09/09 12:00 PM,50,988,2012
Leslie,TROPICAL STORM,2,32,-62.4,09/09 3:00 PM,50,988,2012
Leslie,TROPICAL STORM,2,32.6,-62.4,09/09 6:00 PM,50,988,2012
Leslie,TROPICAL STORM,2,33.4,-62.1,09/09 9:00 PM,50,988,2012
Leslie,TROPICAL STORM,2,33.8,-62,09/10 12:00 AM,50,988,2012
Leslie,TROPICAL STORM,2,34.4,-61.8,09/10 3:00 AM,50,988,2012
Leslie,TROPICAL STORM,2,35.7,-61.2,09/10 9:00 AM,50,988,2012
Leslie,TROPICAL STORM,2,36.5,-60.8,09/10 12:00 PM,50,988,2012
Leslie,TROPICAL STORM,2,37,-60.2,09/10 3:00 PM,50,988,2012
Leslie,TROPICAL STORM,2,38.5,-59.8,09/10 6:00 PM,50,988,2012
